,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
11051,2011,ks,kansas,17.0,1611.0,,0,,20
11053,2011,ks,kansas,22.5,2292.0,,2,,20
11082,2011,ks,kansas,34.7,1622.0,,0,,20
11084,2011,ks,kansas,30.5,2302.0,,2,,20
11110,2012,ks,kansas,36.5,875.0,,0,,20
11111,2012,ks,kansas,34.2,1748.0,,1,,20
11112,2012,ks,kansas,33.2,1219.0,,2,,20
11113,2012,ks,kansas,30.8,1623.0,,3,,20
11114,2012,ks,kansas,30.8,1691.0,,4,,20
11116,2012,ks,kansas,25.2,1311.0,,6,,20
11137,2012,ks,kansas,30.2,875.0,,0,,20
11138,2012,ks,kansas,33.7,1748.0,,1,,20
11139,2012,ks,kansas,34.2,1219.0,,2,,20
11140,2012,ks,kansas,37.1,1623.0,,3,,20
11141,2012,ks,kansas,38.6,1691.0,,4,,20
11143,2012,ks,kansas,31.8,1311.0,,6,,20
11166,2012,ks,kansas,37.0,925.0,,0,,20
11167,2012,ks,kansas,33.7,1821.0,,1,,20
11168,2012,ks,kansas,24.9,1269.0,,2,,20
11169,2012,ks,kansas,20.7,1683.0,,3,,20
11170,2012,ks,kansas,17.7,1761.0,,4,,20
11172,2012,ks,kansas,26.1,1464.0,,6,,20
11194,2013,ks,kansas,35.3,1778.0,,0,,20
11196,2013,ks,kansas,31.1,2409.0,,2,,20
11200,2013,ks,kansas,25.5,2686.0,,6,,20
11222,2013,ks,kansas,27.6,1778.0,,0,,20
11224,2013,ks,kansas,35.9,2409.0,,2,,20
11228,2013,ks,kansas,33.0,2686.0,,6,,20
11250,2013,ks,kansas,47.0,1737.0,,0,,20
11252,2013,ks,kansas,42.3,2384.0,,2,,20
11269,2013,ks,kansas,27.4,2596.0,,6,,20
11272,2013,ks,kansas,31.6,1690.0,,0,,20
11285,2013,ks,kansas,25.1,2341.0,,2,,20
11300,2013,ks,kansas,43.2,1696.0,,0,,20
11302,2013,ks,kansas,46.5,2372.0,,2,,20
11306,2013,ks,kansas,45.8,2626.0,,6,,20
11336,2013,ks,kansas,14.6,1675.0,,0,,20
11338,2013,ks,kansas,15.2,2356.0,,2,,20
11342,2013,ks,kansas,15.8,2595.0,,6,,20
11359,2013,ks,kansas,29.0,1685.0,,0,,20
11361,2013,ks,kansas,27.5,2354.0,,2,,20
11370,2013,ks,kansas,28.3,2598.0,,6,,20
11393,2013,ks,kansas,21.3,1744.0,,0,,20
11395,2013,ks,kansas,23.8,2401.0,,2,,20
11413,2014,ks,kansas,33.0,1955.0,,4,,20
11422,2013,ks,kansas,33.1,1771.0,,0,,20
11424,2013,ks,kansas,31.4,2422.0,,2,,20
11447,2014,ks,kansas,34.7,921.0,,0,,20
11448,2014,ks,kansas,34.0,1779.0,,1,,20
11449,2014,ks,kansas,36.7,1318.0,,2,,20
11450,2014,ks,kansas,33.2,1802.0,,3,,20
11452,2014,ks,kansas,25.7,1820.0,,6,,20
11474,2014,ks,kansas,28.9,921.0,,0,,20
11475,2014,ks,kansas,32.4,1779.0,,1,,20
11476,2014,ks,kansas,33.4,1318.0,,2,,20
11477,2014,ks,kansas,35.6,1802.0,,3,,20
11478,2014,ks,kansas,36.5,1955.0,,4,,20
11480,2014,ks,kansas,34.1,1820.0,,6,,20
11502,2014,ks,kansas,36.8,997.0,,0,,20
11503,2014,ks,kansas,34.4,1886.0,,1,,20
11504,2014,ks,kansas,27.6,1383.0,,2,,20
11505,2014,ks,kansas,23.5,1881.0,,3,,20
11506,2014,ks,kansas,19.7,2027.0,,4,,20
11508,2014,ks,kansas,26.5,2206.0,,6,,20
11530,2011,ky,kentucky,36.6,1556.0,,0,,21
11531,2011,ky,kentucky,35.6,1200.0,,1,,21
11532,2011,ky,kentucky,30.0,866.0,,2,,21
11533,2011,ky,kentucky,33.7,1069.0,,3,,21
11534,2011,ky,kentucky,34.4,1139.0,,4,,21
11535,2011,ky,kentucky,23.4,1424.0,,5,,21
11558,2011,ky,kentucky,30.4,1556.0,,0,,21
11559,2011,ky,kentucky,33.4,1200.0,,1,,21
11560,2011,ky,kentucky,39.1,866.0,,2,,21
11561,2011,ky,kentucky,35.3,1069.0,,3,,21
11562,2011,ky,kentucky,32.3,1139.0,,4,,21
11563,2011,ky,kentucky,45.2,1424.0,,5,,21
11580,2011,ky,kentucky,42.9,1414.0,,5,,21
11584,2011,ky,kentucky,45.1,1147.0,,4,,21
11586,2011,ky,kentucky,47.2,1048.0,,3,,21
11590,2011,ky,kentucky,48.5,843.0,,2,,21
11591,2011,ky,kentucky,49.3,1156.0,,1,,21
11599,2011,ky,kentucky,52.7,1482.0,,0,,21
11615,2011,ky,kentucky,36.4,1444.0,,0,,21
11616,2011,ky,kentucky,27.9,1135.0,,1,,21
11617,2011,ky,kentucky,27.1,833.0,,2,,21
11618,2011,ky,kentucky,24.0,1040.0,,3,,21
11619,2011,ky,kentucky,20.2,1141.0,,4,,21
11620,2011,ky,kentucky,15.2,1412.0,,5,,21
11621,2011,ky,kentucky,27.6,2655.0,,6,,21
11643,2011,ky,kentucky,40.4,1435.0,,0,,21
11644,2011,ky,kentucky,40.2,1121.0,,1,,21
11645,2011,ky,kentucky,47.8,829.0,,2,,21
11646,2011,ky,kentucky,48.5,1037.0,,3,,21
11647,2011,ky,kentucky,46.1,1123.0,,4,,21
11649,2011,ky,kentucky,45.9,2657.0,,6,,21
11671,2011,ky,kentucky,13.1,1421.0,,0,,21
11672,2011,ky,kentucky,11.2,1113.0,,1,,21
11673,2011,ky,kentucky,18.3,824.0,,2,,21
11674,2011,ky,kentucky,15.5,1029.0,,3,,21
11675,2011,ky,kentucky,16.9,1119.0,,4,,21
11676,2011,ky,kentucky,23.6,1388.0,,5,,21
11677,2011,ky,kentucky,18.1,2625.0,,6,,21
11700,2011,ky,kentucky,27.5,1417.0,,0,,21
11701,2011,ky,kentucky,25.6,1109.0,,1,,21
11702,2011,ky,kentucky,27.1,819.0,,2,,21
11703,2011,ky,kentucky,27.9,1028.0,,3,,21
11704,2011,ky,kentucky,28.7,1115.0,,4,,21
11705,2011,ky,kentucky,34.4,1379.0,,5,,21
11706,2011,ky,kentucky,29.7,2620.0,,6,,21
11724,2011,ky,kentucky,21.1,1505.0,,0,,21
11725,2011,ky,kentucky,20.1,1155.0,,1,,21
11726,2011,ky,kentucky,26.4,849.0,,2,,21
11727,2011,ky,kentucky,23.3,1052.0,,3,,21
11728,2011,ky,kentucky,27.5,1150.0,,4,,21
11729,2011,ky,kentucky,34.6,1419.0,,5,,21
11756,2011,ky,kentucky,33.4,1522.0,,0,,21
11757,2011,ky,kentucky,37.5,1160.0,,1,,21
11758,2011,ky,kentucky,32.2,855.0,,2,,21
11759,2011,ky,kentucky,29.5,1061.0,,3,,21
11760,2011,ky,kentucky,27.2,1158.0,,4,,21
11761,2011,ky,kentucky,17.3,1424.0,,5,,21
11783,2012,ky,kentucky,34.1,1562.0,,0,,21
11784,2012,ky,kentucky,34.5,1937.0,,1,,21
11785,2012,ky,kentucky,31.7,1210.0,,2,,21
11786,2012,ky,kentucky,32.0,1445.0,,3,,21
11787,2012,ky,kentucky,33.4,1363.0,,4,,21
11788,2012,ky,kentucky,25.6,1826.0,,5,,21
11789,2012,ky,kentucky,28.3,1227.0,,6,,21
11810,2012,ky,kentucky,32.9,1562.0,,0,,21
11811,2012,ky,kentucky,31.5,1937.0,,1,,21
11812,2012,ky,kentucky,38.0,1210.0,,2,,21
11813,2012,ky,kentucky,37.2,1445.0,,3,,21
11814,2012,ky,kentucky,37.4,1363.0,,4,,21
11815,2012,ky,kentucky,39.9,1826.0,,5,,21
11816,2012,ky,kentucky,31.9,1227.0,,6,,21
11839,2012,ky,kentucky,44.1,1629.0,,0,,21
11840,2012,ky,kentucky,37.2,2017.0,,1,,21
11841,2012,ky,kentucky,32.0,1248.0,,2,,21
11842,2012,ky,kentucky,26.3,1496.0,,3,,21
11843,2012,ky,kentucky,22.2,1425.0,,4,,21
11844,2012,ky,kentucky,14.1,1902.0,,5,,21
11845,2012,ky,kentucky,35.5,1484.0,,6,,21
11866,2013,ky,kentucky,38.1,1342.0,,0,,21
11867,2013,ky,kentucky,37.4,1086.0,,1,,21
11868,2013,ky,kentucky,38.3,851.0,,2,,21
11869,2013,ky,kentucky,34.8,1128.0,,3,,21
11871,2013,ky,kentucky,32.8,1227.0,,4,,21
11872,2013,ky,kentucky,29.1,1697.0,,5,,21
11895,2013,ky,kentucky,29.2,1342.0,,0,,21
11896,2013,ky,kentucky,26.1,1086.0,,1,,21
11897,2013,ky,kentucky,36.6,851.0,,2,,21
11898,2013,ky,kentucky,36.9,1128.0,,3,,21
11899,2013,ky,kentucky,40.6,1227.0,,4,,21
11900,2013,ky,kentucky,39.2,1697.0,,5,,21
11906,2013,ky,kentucky,52.4,1066.0,,1,,21
11924,2013,ky,kentucky,53.1,1258.0,,0,,21
11925,2013,ky,kentucky,50.7,840.0,,2,,21
11926,2013,ky,kentucky,44.4,1091.0,,3,,21
11927,2013,ky,kentucky,46.1,1198.0,,4,,21
11928,2013,ky,kentucky,40.3,1673.0,,5,,21
11947,2013,ky,kentucky,13.9,1670.0,,5,,21
11949,2013,ky,kentucky,35.9,1229.0,,0,,21
11950,2013,ky,kentucky,29.1,1042.0,,1,,21
11955,2013,ky,kentucky,19.9,1190.0,,4,,21
11958,2013,ky,kentucky,27.2,821.0,,2,,21
11962,2013,ky,kentucky,21.9,1085.0,,3,,21
11978,2013,ky,kentucky,22.1,830.0,,2,,21
11988,2013,ky,kentucky,38.6,1231.0,,0,,21
11989,2013,ky,kentucky,40.4,1045.0,,1,,21
11990,2013,ky,kentucky,39.6,818.0,,2,,21
11991,2013,ky,kentucky,45.1,1082.0,,3,,21
11992,2013,ky,kentucky,49.0,1165.0,,4,,21
12010,2013,ky,kentucky,11.5,1217.0,,0,,21
12011,2013,ky,kentucky,14.1,1041.0,,1,,21
12012,2013,ky,kentucky,11.9,809.0,,2,,21
12013,2013,ky,kentucky,17.2,1075.0,,3,,21
12014,2013,ky,kentucky,18.3,1158.0,,4,,21
12015,2013,ky,kentucky,22.8,1651.0,,5,,21
12034,2013,ky,kentucky,25.9,1226.0,,0,,21
12035,2013,ky,kentucky,25.9,1040.0,,1,,21
12036,2013,ky,kentucky,21.5,815.0,,2,,21
12037,2013,ky,kentucky,27.5,1080.0,,3,,21
12038,2013,ky,kentucky,27.8,1161.0,,4,,21
12039,2013,ky,kentucky,34.3,1655.0,,5,,21
12061,2013,ky,kentucky,20.8,1253.0,,0,,21
12062,2013,ky,kentucky,22.0,1065.0,,1,,21
12063,2013,ky,kentucky,28.4,1094.0,,3,,21
12064,2013,ky,kentucky,27.9,1186.0,,4,,21
12065,2013,ky,kentucky,30.9,1665.0,,5,,21
12091,2013,ky,kentucky,41.4,1276.0,,0,,21
12092,2013,ky,kentucky,34.6,1071.0,,1,,21
12093,2013,ky,kentucky,35.9,840.0,,2,,21
12094,2013,ky,kentucky,29.8,1101.0,,3,,21
12095,2013,ky,kentucky,23.7,1200.0,,4,,21
12096,2013,ky,kentucky,16.4,1677.0,,5,,21
12120,2014,ky,kentucky,35.1,1388.0,,0,,21
12121,2014,ky,kentucky,35.2,1797.0,,1,,21
12122,2014,ky,kentucky,30.3,1164.0,,2,,21
12123,2014,ky,kentucky,33.7,1346.0,,3,,21
12124,2014,ky,kentucky,35.4,1387.0,,4,,21
12125,2014,ky,kentucky,28.1,1852.0,,5,,21
12126,2014,ky,kentucky,24.6,1508.0,,6,,21
12148,2014,ky,kentucky,28.5,1388.0,,0,,21
12149,2014,ky,kentucky,34.5,1797.0,,1,,21
12150,2014,ky,kentucky,37.0,1164.0,,2,,21
12151,2014,ky,kentucky,36.4,1346.0,,3,,21
12152,2014,ky,kentucky,34.3,1387.0,,4,,21
12153,2014,ky,kentucky,40.0,1852.0,,5,,21
12154,2014,ky,kentucky,33.6,1508.0,,6,,21
12174,2014,ky,kentucky,42.7,1447.0,,0,,21
12175,2014,ky,kentucky,37.9,1876.0,,1,,21
12176,2014,ky,kentucky,26.7,1217.0,,2,,21
12177,2014,ky,kentucky,24.6,1418.0,,3,,21
12178,2014,ky,kentucky,20.8,1448.0,,4,,21
12179,2014,ky,kentucky,15.2,1934.0,,5,,21
12180,2014,ky,kentucky,31.8,1849.0,,6,,21
12202,2011,la,louisiana,35.4,1508.0,,0,,22
12203,2011,la,louisiana,36.7,1865.0,,1,,22
12204,2011,la,louisiana,36.8,1013.0,,2,,22
12205,2011,la,louisiana,36.3,1182.0,,3,,22
12206,2011,la,louisiana,36.8,1112.0,,4,,22
12207,2011,la,louisiana,29.9,2020.0,,5,,22
12208,2011,la,louisiana,26.1,1704.0,,6,,22
12230,2011,la,louisiana,28.4,1508.0,,0,,22
12231,2011,la,louisiana,32.8,1865.0,,1,,22
12232,2011,la,louisiana,37.1,1013.0,,2,,22
12233,2011,la,louisiana,35.8,1182.0,,3,,22
12234,2011,la,louisiana,35.0,1112.0,,4,,22
12235,2011,la,louisiana,38.3,2020.0,,5,,22
12236,2011,la,louisiana,32.1,1704.0,,6,,22
12250,2011,la,louisiana,41.0,2022.0,,5,,22
12254,2011,la,louisiana,44.9,1001.0,,2,,22
12255,2011,la,louisiana,45.7,1650.0,,6,,22
12262,2011,la,louisiana,48.7,1806.0,,1,,22
12264,2011,la,louisiana,49.7,1167.0,,3,,22
12265,2011,la,louisiana,49.8,1445.0,,0,,22
12266,2011,la,louisiana,50.3,1101.0,,4,,22
12287,2011,la,louisiana,47.8,1406.0,,0,,22
12288,2011,la,louisiana,40.8,1736.0,,1,,22
12289,2011,la,louisiana,33.7,971.0,,2,,22
12290,2011,la,louisiana,25.6,1157.0,,3,,22
12291,2011,la,louisiana,23.8,1096.0,,4,,22
12292,2011,la,louisiana,19.1,2011.0,,5,,22
12294,2011,la,louisiana,37.2,1563.0,,6,,22
12317,2011,la,louisiana,35.0,1435.0,,0,,22
12318,2011,la,louisiana,38.6,1785.0,,1,,22
12319,2011,la,louisiana,45.0,991.0,,2,,22
12320,2011,la,louisiana,40.8,1166.0,,3,,22
12321,2011,la,louisiana,42.1,1086.0,,4,,22
12322,2011,la,louisiana,51.3,2009.0,,5,,22
12323,2011,la,louisiana,39.1,1649.0,,6,,22
12333,2011,la,louisiana,16.8,1159.0,,3,,22
12334,2011,la,louisiana,14.6,1082.0,,4,,22
12335,2011,la,louisiana,19.9,1991.0,,5,,22
12336,2011,la,louisiana,13.5,1621.0,,6,,22
12354,2011,la,louisiana,10.6,1417.0,,0,,22
12355,2011,la,louisiana,15.4,1772.0,,1,,22
12356,2011,la,louisiana,16.4,986.0,,2,,22
12372,2011,la,louisiana,24.8,1423.0,,0,,22
12373,2011,la,louisiana,24.0,1775.0,,1,,22
12374,2011,la,louisiana,28.5,986.0,,2,,22
12375,2011,la,louisiana,22.3,1162.0,,3,,22
12376,2011,la,louisiana,25.3,1081.0,,4,,22
12377,2011,la,louisiana,30.4,1999.0,,5,,22
12378,2011,la,louisiana,24.7,1621.0,,6,,22
12396,2011,la,louisiana,18.0,1492.0,,0,,22
12397,2011,la,louisiana,23.1,1847.0,,1,,22
12398,2011,la,louisiana,24.4,1020.0,,2,,22
12399,2011,la,louisiana,25.1,1194.0,,3,,22
12400,2011,la,louisiana,24.0,1116.0,,4,,22
12401,2011,la,louisiana,29.2,2029.0,,5,,22
12402,2011,la,louisiana,22.5,1777.0,,6,,22
12428,2011,la,louisiana,44.4,1512.0,,0,,22
12429,2011,la,louisiana,38.8,1871.0,,1,,22
12430,2011,la,louisiana,32.9,1029.0,,2,,22
12431,2011,la,louisiana,31.0,1202.0,,3,,22
12432,2011,la,louisiana,32.1,1122.0,,4,,22
12433,2011,la,louisiana,22.4,2056.0,,5,,22
12434,2011,la,louisiana,36.5,1816.0,,6,,22
12454,2012,la,louisiana,44.5,1398.0,,0,,22
12455,2012,la,louisiana,38.2,1629.0,,1,,22
12456,2012,la,louisiana,32.0,880.0,,2,,22
12457,2012,la,louisiana,37.1,929.0,,3,,22
12458,2012,la,louisiana,31.7,932.0,,4,,22
12459,2012,la,louisiana,32.8,1585.0,,5,,22
12460,2012,la,louisiana,26.1,1303.0,,6,,22
12481,2012,la,louisiana,30.1,1398.0,,0,,22
12482,2012,la,louisiana,31.3,1629.0,,1,,22
12483,2012,la,louisiana,38.7,880.0,,2,,22
12484,2012,la,louisiana,35.8,929.0,,3,,22
12485,2012,la,louisiana,40.6,932.0,,4,,22
12486,2012,la,louisiana,36.6,1585.0,,5,,22
12487,2012,la,louisiana,33.3,1303.0,,6,,22
12510,2012,la,louisiana,44.1,1450.0,,0,,22
12511,2012,la,louisiana,34.5,1706.0,,1,,22
12512,2012,la,louisiana,31.1,906.0,,2,,22
12513,2012,la,louisiana,30.2,957.0,,3,,22
12514,2012,la,louisiana,24.3,956.0,,4,,22
12515,2012,la,louisiana,16.6,1622.0,,5,,22
12516,2012,la,louisiana,33.3,1465.0,,6,,22
12538,2013,la,louisiana,40.3,622.0,,0,,22
12539,2013,la,louisiana,36.8,856.0,,1,,22
12540,2013,la,louisiana,28.2,519.0,,2,,22
12541,2013,la,louisiana,38.4,581.0,,3,,22
12542,2013,la,louisiana,28.7,561.0,,4,,22
12543,2013,la,louisiana,30.6,1087.0,,5,,22
12544,2013,la,louisiana,27.1,788.0,,6,,22
12566,2013,la,louisiana,26.2,622.0,,0,,22
12567,2013,la,louisiana,29.9,856.0,,1,,22
12568,2013,la,louisiana,37.6,519.0,,2,,22
12569,2013,la,louisiana,33.9,581.0,,3,,22
12570,2013,la,louisiana,41.5,561.0,,4,,22
12571,2013,la,louisiana,38.9,1087.0,,5,,22
12572,2013,la,louisiana,33.2,788.0,,6,,22
12594,2013,la,louisiana,49.7,563.0,,0,,22
12595,2013,la,louisiana,48.0,808.0,,1,,22
12596,2013,la,louisiana,43.8,509.0,,2,,22
12597,2013,la,louisiana,46.8,560.0,,3,,22
12598,2013,la,louisiana,47.4,554.0,,4,,22
12599,2013,la,louisiana,48.7,1060.0,,5,,22
12600,2013,la,louisiana,46.3,716.0,,6,,22
12613,2013,la,louisiana,21.6,1049.0,,5,,22
12615,2013,la,louisiana,21.9,544.0,,4,,22
12625,2013,la,louisiana,34.3,492.0,,2,,22
12626,2013,la,louisiana,30.8,555.0,,3,,22
12628,2013,la,louisiana,38.3,680.0,,6,,22
12629,2013,la,louisiana,42.9,541.0,,0,,22
12633,2013,la,louisiana,41.8,771.0,,1,,22
12650,2013,la,louisiana,34.2,576.0,,0,,22
12651,2013,la,louisiana,35.6,803.0,,1,,22
12652,2013,la,louisiana,51.2,506.0,,2,,22
12653,2013,la,louisiana,47.9,570.0,,3,,22
12654,2013,la,louisiana,50.8,545.0,,4,,22
12656,2013,la,louisiana,39.9,749.0,,6,,22
12667,2013,la,louisiana,21.2,828.0,,1,,22
12679,2013,la,louisiana,7.8,561.0,,0,,22
12680,2013,la,louisiana,13.5,794.0,,1,,22
12681,2013,la,louisiana,20.5,501.0,,2,,22
12682,2013,la,louisiana,21.2,565.0,,3,,22
12683,2013,la,louisiana,20.7,539.0,,4,,22
12684,2013,la,louisiana,22.2,1027.0,,5,,22
12685,2013,la,louisiana,14.8,731.0,,6,,22
12693,2013,la,louisiana,29.3,526.0,,2,,22
12699,2013,la,louisiana,27.5,536.0,,4,,22
12700,2013,la,louisiana,35.4,1030.0,,5,,22
12702,2013,la,louisiana,26.7,742.0,,6,,22
12721,2013,la,louisiana,19.7,570.0,,0,,22
12722,2013,la,louisiana,23.5,796.0,,1,,22
12723,2013,la,louisiana,33.2,502.0,,2,,22
12724,2013,la,louisiana,25.4,565.0,,3,,22
12739,2013,la,louisiana,18.4,592.0,,0,,22
12740,2013,la,louisiana,28.5,576.0,,3,,22
12741,2013,la,louisiana,29.7,560.0,,4,,22
12742,2013,la,louisiana,31.2,1067.0,,5,,22
12743,2013,la,louisiana,23.3,795.0,,6,,22
12761,2013,la,louisiana,45.8,608.0,,0,,22
12762,2013,la,louisiana,37.8,843.0,,1,,22
12763,2013,la,louisiana,24.9,531.0,,2,,22
12764,2013,la,louisiana,30.2,580.0,,3,,22
12765,2013,la,louisiana,29.4,568.0,,4,,22
12766,2013,la,louisiana,20.9,1078.0,,5,,22
12767,2013,la,louisiana,37.9,818.0,,6,,22
12791,2014,la,louisiana,40.0,851.0,,0,,22
12792,2014,la,louisiana,36.1,1111.0,,1,,22
12793,2014,la,louisiana,39.0,591.0,,2,,22
12794,2014,la,louisiana,37.8,693.0,,3,,22
12795,2014,la,louisiana,33.0,743.0,,4,,22
12796,2014,la,louisiana,33.7,1459.0,,5,,22
12797,2014,la,louisiana,27.6,918.0,,6,,22
12820,2014,la,louisiana,29.7,851.0,,0,,22
12821,2014,la,louisiana,33.7,1111.0,,1,,22
12822,2014,la,louisiana,34.1,591.0,,2,,22
12823,2014,la,louisiana,34.9,693.0,,3,,22
12824,2014,la,louisiana,38.8,743.0,,4,,22
12825,2014,la,louisiana,35.7,1459.0,,5,,22
12826,2014,la,louisiana,31.4,918.0,,6,,22
12847,2014,la,louisiana,46.6,905.0,,0,,22
12848,2014,la,louisiana,37.5,1160.0,,1,,22
12849,2014,la,louisiana,26.1,612.0,,2,,22
12850,2014,la,louisiana,22.9,714.0,,3,,22
12851,2014,la,louisiana,26.2,771.0,,4,,22
12852,2014,la,louisiana,17.2,1517.0,,5,,22
12853,2014,la,louisiana,32.7,1093.0,,6,,22
12874,2011,me,maine,31.7,1537.0,,0,,23
12875,2011,me,maine,33.7,2180.0,,1,,23
12876,2011,me,maine,30.0,1397.0,,2,,23
12877,2011,me,maine,27.8,1791.0,,3,,23
12878,2011,me,maine,25.8,1882.0,,4,,23
12879,2011,me,maine,22.5,2570.0,,5,,23
12880,2011,me,maine,24.3,1286.0,,6,,23
12901,2011,me,maine,32.6,1537.0,,0,,23
12902,2011,me,maine,35.2,2180.0,,1,,23
12903,2011,me,maine,37.8,1397.0,,2,,23
12904,2011,me,maine,38.3,1791.0,,3,,23
12905,2011,me,maine,41.4,1882.0,,4,,23
12906,2011,me,maine,40.1,2570.0,,5,,23
12907,2011,me,maine,32.6,1286.0,,6,,23
12919,2011,me,maine,25.8,2556.0,,5,,23
12920,2011,me,maine,28.3,1913.0,,4,,23
12922,2011,me,maine,29.3,1796.0,,3,,23
12927,2011,me,maine,34.4,1310.0,,6,,23
12929,2011,me,maine,35.9,1400.0,,2,,23
12936,2011,me,maine,39.3,2156.0,,1,,23
12940,2011,me,maine,44.1,1499.0,,0,,23
12958,2011,me,maine,28.9,1499.0,,0,,23
12959,2011,me,maine,23.8,2124.0,,1,,23
12960,2011,me,maine,20.4,1386.0,,2,,23
12961,2011,me,maine,16.6,1786.0,,3,,23
12962,2011,me,maine,14.8,1899.0,,4,,23
12963,2011,me,maine,10.9,2552.0,,5,,23
12964,2011,me,maine,22.3,1268.0,,6,,23
12986,2011,me,maine,50.8,1471.0,,0,,23
12987,2011,me,maine,49.6,2113.0,,1,,23
13015,2011,me,maine,14.9,1448.0,,0,,23
13016,2011,me,maine,16.4,2084.0,,1,,23
13017,2011,me,maine,19.2,1350.0,,2,,23
13018,2011,me,maine,19.4,1744.0,,3,,23
13019,2011,me,maine,22.4,1887.0,,4,,23
13020,2011,me,maine,28.6,2500.0,,5,,23
13021,2011,me,maine,18.4,1221.0,,6,,23
13043,2011,me,maine,34.3,1455.0,,0,,23
13044,2011,me,maine,33.7,2097.0,,1,,23
13045,2011,me,maine,32.2,1359.0,,2,,23
13046,2011,me,maine,34.7,1737.0,,3,,23
13047,2011,me,maine,35.5,1870.0,,4,,23
13048,2011,me,maine,41.7,2501.0,,5,,23
13049,2011,me,maine,33.7,1229.0,,6,,23
13066,2011,me,maine,23.0,1508.0,,0,,23
13067,2011,me,maine,23.6,2153.0,,1,,23
13068,2011,me,maine,25.6,1401.0,,2,,23
13069,2011,me,maine,26.5,1793.0,,3,,23
13070,2011,me,maine,29.5,1924.0,,4,,23
13071,2011,me,maine,35.2,2552.0,,5,,23
13072,2011,me,maine,25.4,1317.0,,6,,23
13098,2011,me,maine,29.4,1531.0,,0,,23
13099,2011,me,maine,32.6,2187.0,,1,,23
13100,2011,me,maine,22.5,1417.0,,2,,23
13101,2011,me,maine,23.3,1807.0,,3,,23
13102,2011,me,maine,19.3,1932.0,,4,,23
13103,2011,me,maine,13.0,2565.0,,5,,23
13104,2011,me,maine,24.2,1360.0,,6,,23
13126,2012,me,maine,34.8,1121.0,,0,,23
13127,2012,me,maine,31.9,1591.0,,1,,23
13128,2012,me,maine,30.1,1021.0,,2,,23
13129,2012,me,maine,33.5,1401.0,,3,,23
13130,2012,me,maine,26.6,1446.0,,4,,23
13131,2012,me,maine,22.7,1991.0,,5,,23
13132,2012,me,maine,20.7,941.0,,6,,23
13153,2012,me,maine,27.5,1121.0,,0,,23
13154,2012,me,maine,33.9,1591.0,,1,,23
13155,2012,me,maine,34.2,1021.0,,2,,23
13156,2012,me,maine,36.5,1401.0,,3,,23
13157,2012,me,maine,41.3,1446.0,,4,,23
13158,2012,me,maine,40.0,1991.0,,5,,23
13159,2012,me,maine,31.8,941.0,,6,,23
13182,2012,me,maine,33.1,1163.0,,0,,23
13183,2012,me,maine,29.4,1646.0,,1,,23
13184,2012,me,maine,22.0,1043.0,,2,,23
13185,2012,me,maine,20.0,1449.0,,3,,23
13186,2012,me,maine,16.1,1502.0,,4,,23
13187,2012,me,maine,9.8,2051.0,,5,,23
13188,2012,me,maine,24.1,1051.0,,6,,23
13210,2013,me,maine,35.6,839.0,,0,,23
13211,2013,me,maine,33.7,1292.0,,1,,23
13212,2013,me,maine,30.1,858.0,,2,,23
13213,2013,me,maine,28.4,1160.0,,3,,23
13214,2013,me,maine,27.4,1197.0,,4,,23
13215,2013,me,maine,25.3,1631.0,,5,,23
13216,2013,me,maine,24.2,814.0,,6,,23
13238,2013,me,maine,28.9,839.0,,0,,23
13239,2013,me,maine,32.3,1292.0,,1,,23
13240,2013,me,maine,33.8,858.0,,2,,23
13241,2013,me,maine,41.2,1160.0,,3,,23
13242,2013,me,maine,40.0,1197.0,,4,,23
13243,2013,me,maine,37.7,1631.0,,5,,23
13244,2013,me,maine,33.6,814.0,,6,,23
13266,2013,me,maine,49.3,821.0,,0,,23
13267,2013,me,maine,36.4,1259.0,,1,,23
13268,2013,me,maine,35.3,843.0,,2,,23
13269,2013,me,maine,33.5,1145.0,,3,,23
13270,2013,me,maine,30.8,1171.0,,4,,23
13271,2013,me,maine,25.5,1621.0,,5,,23
13272,2013,me,maine,38.1,785.0,,6,,23
13282,2013,me,maine,18.0,835.0,,2,,23
13283,2013,me,maine,21.5,1240.0,,1,,23
13294,2013,me,maine,29.1,796.0,,0,,23
13295,2013,me,maine,22.9,753.0,,6,,23
13303,2013,me,maine,15.5,1139.0,,3,,23
13304,2013,me,maine,13.8,1166.0,,4,,23
13308,2013,me,maine,11.6,1608.0,,5,,23
13311,2013,me,maine,49.2,729.0,,6,,23
13328,2013,me,maine,46.3,797.0,,0,,23
13329,2013,me,maine,48.6,1237.0,,1,,23
13330,2013,me,maine,50.4,827.0,,2,,23
13331,2013,me,maine,54.7,1118.0,,3,,23
13332,2013,me,maine,54.6,1160.0,,4,,23
13352,2013,me,maine,17.9,793.0,,0,,23
13353,2013,me,maine,14.5,1221.0,,1,,23
13354,2013,me,maine,17.5,822.0,,2,,23
13355,2013,me,maine,20.3,1114.0,,3,,23
13356,2013,me,maine,23.3,1149.0,,4,,23
13357,2013,me,maine,26.9,1566.0,,5,,23
13358,2013,me,maine,17.9,718.0,,6,,23
13380,2013,me,maine,31.2,791.0,,0,,23
13381,2013,me,maine,32.3,1223.0,,1,,23
13382,2013,me,maine,34.1,823.0,,2,,23
