,yearstart,locationabbr,locationdesc,data_value,sample_size,education,income,race/ethnicity,locationid
24239,2014,nd,north dakota,35.9,672.0,,2,,38
24240,2014,nd,north dakota,37.1,953.0,,3,,38
24241,2014,nd,north dakota,39.8,1160.0,,4,,38
24242,2014,nd,north dakota,40.0,2408.0,,5,,38
24243,2014,nd,north dakota,31.8,797.0,,6,,38
24265,2014,nd,north dakota,30.6,458.0,,0,,38
24266,2014,nd,north dakota,32.0,881.0,,1,,38
24267,2014,nd,north dakota,24.5,700.0,,2,,38
24268,2014,nd,north dakota,19.0,993.0,,3,,38
24269,2014,nd,north dakota,20.1,1208.0,,4,,38
24270,2014,nd,north dakota,13.3,2495.0,,5,,38
24271,2014,nd,north dakota,25.4,1029.0,,6,,38
24291,2011,oh,ohio,32.8,953.0,,0,,39
24292,2011,oh,ohio,31.4,1632.0,,1,,39
24293,2011,oh,ohio,33.0,992.0,,2,,39
24294,2011,oh,ohio,34.8,1170.0,,3,,39
24295,2011,oh,ohio,32.4,1273.0,,4,,39
24296,2011,oh,ohio,24.0,1936.0,,5,,39
24297,2011,oh,ohio,24.1,1383.0,,6,,39
24319,2011,oh,ohio,31.8,953.0,,0,,39
24320,2011,oh,ohio,34.7,1632.0,,1,,39
24321,2011,oh,ohio,33.9,992.0,,2,,39
24322,2011,oh,ohio,34.5,1170.0,,3,,39
24323,2011,oh,ohio,38.2,1273.0,,4,,39
24324,2011,oh,ohio,40.8,1936.0,,5,,39
24325,2011,oh,ohio,35.6,1383.0,,6,,39
24337,2011,oh,ohio,33.9,1962.0,,5,,39
24340,2011,oh,ohio,37.3,1286.0,,4,,39
24348,2011,oh,ohio,41.8,1169.0,,3,,39
24349,2011,oh,ohio,42.0,972.0,,2,,39
24351,2011,oh,ohio,42.4,1335.0,,6,,39
24353,2011,oh,ohio,44.2,1585.0,,1,,39
24359,2011,oh,ohio,47.3,936.0,,0,,39
24376,2011,oh,ohio,40.2,910.0,,0,,39
24377,2011,oh,ohio,31.8,1557.0,,1,,39
24378,2011,oh,ohio,27.1,952.0,,2,,39
24379,2011,oh,ohio,22.9,1166.0,,3,,39
24380,2011,oh,ohio,19.6,1267.0,,4,,39
24381,2011,oh,ohio,17.9,1944.0,,5,,39
24382,2011,oh,ohio,30.1,1293.0,,6,,39
24406,2011,oh,ohio,37.6,918.0,,0,,39
24407,2011,oh,ohio,48.0,1543.0,,1,,39
24408,2011,oh,ohio,49.0,963.0,,2,,39
24409,2011,oh,ohio,49.8,1150.0,,3,,39
24412,2011,oh,ohio,50.9,1297.0,,6,,39
24434,2011,oh,ohio,13.6,898.0,,0,,39
24435,2011,oh,ohio,19.5,1521.0,,1,,39
24436,2011,oh,ohio,16.7,949.0,,2,,39
24437,2011,oh,ohio,21.1,1139.0,,3,,39
24438,2011,oh,ohio,22.4,1240.0,,4,,39
24439,2011,oh,ohio,28.6,1897.0,,5,,39
24440,2011,oh,ohio,20.6,1269.0,,6,,39
24462,2011,oh,ohio,27.1,912.0,,0,,39
24463,2011,oh,ohio,28.5,1529.0,,1,,39
24464,2011,oh,ohio,30.4,954.0,,2,,39
24465,2011,oh,ohio,32.2,1138.0,,3,,39
24466,2011,oh,ohio,34.5,1242.0,,4,,39
24467,2011,oh,ohio,38.1,1887.0,,5,,39
24468,2011,oh,ohio,35.1,1280.0,,6,,39
24488,2011,oh,ohio,24.4,942.0,,0,,39
24489,2011,oh,ohio,28.4,1600.0,,1,,39
24490,2011,oh,ohio,26.1,985.0,,2,,39
24491,2011,oh,ohio,28.4,1180.0,,3,,39
24492,2011,oh,ohio,31.3,1275.0,,4,,39
24493,2011,oh,ohio,36.6,1953.0,,5,,39
24495,2011,oh,ohio,31.4,1396.0,,6,,39
24516,2011,oh,ohio,39.9,966.0,,0,,39
24517,2011,oh,ohio,33.4,1628.0,,1,,39
24518,2011,oh,ohio,29.4,1000.0,,2,,39
24519,2011,oh,ohio,29.1,1192.0,,3,,39
24520,2011,oh,ohio,20.8,1291.0,,4,,39
24521,2011,oh,ohio,15.4,1964.0,,5,,39
24522,2011,oh,ohio,30.2,1431.0,,6,,39
24544,2012,oh,ohio,33.5,1253.0,,0,,39
24545,2012,oh,ohio,32.6,2252.0,,1,,39
24546,2012,oh,ohio,30.6,1409.0,,2,,39
24547,2012,oh,ohio,33.9,1666.0,,3,,39
24548,2012,oh,ohio,31.5,1645.0,,4,,39
24549,2012,oh,ohio,25.5,2561.0,,5,,39
24550,2012,oh,ohio,25.4,1533.0,,6,,39
24572,2012,oh,ohio,28.4,1253.0,,0,,39
24573,2012,oh,ohio,33.1,2252.0,,1,,39
24574,2012,oh,ohio,35.4,1409.0,,2,,39
24575,2012,oh,ohio,34.3,1666.0,,3,,39
24576,2012,oh,ohio,35.5,1645.0,,4,,39
24577,2012,oh,ohio,40.4,2561.0,,5,,39
24578,2012,oh,ohio,34.9,1533.0,,6,,39
24600,2012,oh,ohio,38.2,1313.0,,0,,39
24601,2012,oh,ohio,34.6,2336.0,,1,,39
24602,2012,oh,ohio,28.1,1459.0,,2,,39
24603,2012,oh,ohio,24.6,1719.0,,3,,39
24604,2012,oh,ohio,18.3,1711.0,,4,,39
24605,2012,oh,ohio,12.3,2632.0,,5,,39
24606,2012,oh,ohio,30.2,1826.0,,6,,39
24628,2013,oh,ohio,35.6,1178.0,,0,,39
24629,2013,oh,ohio,35.8,2036.0,,1,,39
24630,2013,oh,ohio,28.8,1228.0,,2,,39
24631,2013,oh,ohio,32.6,1513.0,,3,,39
24632,2013,oh,ohio,30.9,1552.0,,4,,39
24633,2013,oh,ohio,26.1,2374.0,,5,,39
24634,2013,oh,ohio,24.2,1379.0,,6,,39
24656,2013,oh,ohio,29.5,1178.0,,0,,39
24657,2013,oh,ohio,30.5,2036.0,,1,,39
24658,2013,oh,ohio,35.0,1228.0,,2,,39
24659,2013,oh,ohio,34.7,1513.0,,3,,39
24660,2013,oh,ohio,37.0,1552.0,,4,,39
24661,2013,oh,ohio,38.0,2374.0,,5,,39
24662,2013,oh,ohio,35.8,1379.0,,6,,39
24684,2013,oh,ohio,52.8,1123.0,,0,,39
24685,2013,oh,ohio,43.9,1942.0,,1,,39
24686,2013,oh,ohio,41.3,1178.0,,2,,39
24687,2013,oh,ohio,42.4,1470.0,,3,,39
24688,2013,oh,ohio,36.7,1522.0,,4,,39
24689,2013,oh,ohio,36.8,2351.0,,5,,39
24690,2013,oh,ohio,44.4,1348.0,,6,,39
24701,2013,oh,ohio,26.4,1175.0,,2,,39
24702,2013,oh,ohio,26.4,1452.0,,3,,39
24706,2013,oh,ohio,19.0,1499.0,,4,,39
24707,2013,oh,ohio,17.9,2331.0,,5,,39
24712,2013,oh,ohio,40.5,1095.0,,0,,39
24713,2013,oh,ohio,33.6,1895.0,,1,,39
24719,2013,oh,ohio,30.5,1287.0,,6,,39
24740,2013,oh,ohio,38.7,1096.0,,0,,39
24741,2013,oh,ohio,44.0,1919.0,,1,,39
24742,2013,oh,ohio,44.4,1171.0,,2,,39
24743,2013,oh,ohio,51.2,1451.0,,3,,39
24746,2013,oh,ohio,44.7,1302.0,,6,,39
24771,2013,oh,ohio,13.9,1078.0,,0,,39
24772,2013,oh,ohio,15.1,1893.0,,1,,39
24773,2013,oh,ohio,13.6,1157.0,,2,,39
24774,2013,oh,ohio,19.8,1437.0,,3,,39
24775,2013,oh,ohio,21.3,1485.0,,4,,39
24776,2013,oh,ohio,26.2,2297.0,,5,,39
24777,2013,oh,ohio,15.2,1268.0,,6,,39
24801,2013,oh,ohio,26.2,1093.0,,0,,39
24802,2013,oh,ohio,30.0,1903.0,,1,,39
24803,2013,oh,ohio,29.7,1164.0,,2,,39
24804,2013,oh,ohio,35.5,1442.0,,3,,39
24805,2013,oh,ohio,33.2,1492.0,,4,,39
24806,2013,oh,ohio,34.3,2299.0,,5,,39
24807,2013,oh,ohio,28.2,1293.0,,6,,39
24820,2013,oh,ohio,24.3,1371.0,,6,,39
24835,2013,oh,ohio,23.9,1129.0,,0,,39
24836,2013,oh,ohio,22.7,1953.0,,1,,39
24837,2013,oh,ohio,22.8,1192.0,,2,,39
24838,2013,oh,ohio,28.6,1471.0,,3,,39
24839,2013,oh,ohio,30.7,1511.0,,4,,39
24840,2013,oh,ohio,37.3,2337.0,,5,,39
24841,2013,oh,ohio,19.5,1524.0,,4,,39
24842,2013,oh,ohio,19.2,2355.0,,5,,39
24843,2013,oh,ohio,33.7,1417.0,,6,,39
24844,2013,oh,ohio,32.8,1208.0,,2,,39
24857,2013,oh,ohio,37.8,1147.0,,0,,39
24867,2013,oh,ohio,38.0,1978.0,,1,,39
24868,2013,oh,ohio,27.2,1488.0,,3,,39
24882,2014,oh,ohio,42.1,1037.0,,0,,39
24883,2014,oh,ohio,34.7,1723.0,,1,,39
24884,2014,oh,ohio,29.0,1088.0,,2,,39
24885,2014,oh,ohio,34.4,1358.0,,3,,39
24886,2014,oh,ohio,35.7,1422.0,,4,,39
24887,2014,oh,ohio,28.4,2271.0,,5,,39
24888,2014,oh,ohio,28.0,1414.0,,6,,39
24893,2014,oh,ohio,30.9,1723.0,,1,,39
24911,2014,oh,ohio,29.6,1037.0,,0,,39
24912,2014,oh,ohio,36.0,1088.0,,2,,39
24913,2014,oh,ohio,35.5,1358.0,,3,,39
24914,2014,oh,ohio,33.5,1422.0,,4,,39
24915,2014,oh,ohio,38.7,2271.0,,5,,39
24916,2014,oh,ohio,30.7,1414.0,,6,,39
24938,2014,oh,ohio,38.3,1069.0,,0,,39
24939,2014,oh,ohio,35.4,1807.0,,1,,39
24940,2014,oh,ohio,32.2,1132.0,,2,,39
24941,2014,oh,ohio,22.0,1411.0,,3,,39
24942,2014,oh,ohio,21.3,1467.0,,4,,39
24943,2014,oh,ohio,13.3,2353.0,,5,,39
24944,2014,oh,ohio,25.3,1665.0,,6,,39
24964,2011,ok,oklahoma,33.2,1174.0,,0,,40
24965,2011,ok,oklahoma,35.8,1516.0,,1,,40
24966,2011,ok,oklahoma,29.4,902.0,,2,,40
24967,2011,ok,oklahoma,36.2,1117.0,,3,,40
24968,2011,ok,oklahoma,32.5,1012.0,,4,,40
24969,2011,ok,oklahoma,25.8,1527.0,,5,,40
24970,2011,ok,oklahoma,24.0,911.0,,6,,40
24992,2011,ok,oklahoma,28.6,1174.0,,0,,40
24993,2011,ok,oklahoma,33.8,1516.0,,1,,40
24994,2011,ok,oklahoma,35.0,902.0,,2,,40
24995,2011,ok,oklahoma,35.4,1117.0,,3,,40
24996,2011,ok,oklahoma,37.5,1012.0,,4,,40
24997,2011,ok,oklahoma,38.1,1527.0,,5,,40
24998,2011,ok,oklahoma,28.8,911.0,,6,,40
25012,2011,ok,oklahoma,45.4,1526.0,,5,,40
25014,2011,ok,oklahoma,45.7,1007.0,,4,,40
25017,2011,ok,oklahoma,48.5,882.0,,6,,40
25020,2011,ok,oklahoma,49.6,890.0,,2,,40
25025,2011,ok,oklahoma,52.8,1509.0,,1,,40
25027,2011,ok,oklahoma,53.5,1106.0,,3,,40
25049,2011,ok,oklahoma,37.5,1143.0,,0,,40
25050,2011,ok,oklahoma,31.0,1488.0,,1,,40
25051,2011,ok,oklahoma,25.7,892.0,,2,,40
25052,2011,ok,oklahoma,25.8,1097.0,,3,,40
25053,2011,ok,oklahoma,21.1,1007.0,,4,,40
25054,2011,ok,oklahoma,19.1,1529.0,,5,,40
25056,2011,ok,oklahoma,31.9,859.0,,6,,40
25079,2011,ok,oklahoma,39.5,1159.0,,0,,40
25080,2011,ok,oklahoma,37.9,1517.0,,1,,40
25081,2011,ok,oklahoma,44.4,896.0,,2,,40
25082,2011,ok,oklahoma,42.8,1110.0,,3,,40
25083,2011,ok,oklahoma,48.5,1007.0,,4,,40
25084,2011,ok,oklahoma,54.4,1529.0,,5,,40
25085,2011,ok,oklahoma,42.6,907.0,,6,,40
25108,2011,ok,oklahoma,10.8,1151.0,,0,,40
25109,2011,ok,oklahoma,12.2,1510.0,,1,,40
25110,2011,ok,oklahoma,16.3,891.0,,2,,40
25111,2011,ok,oklahoma,16.0,1107.0,,3,,40
25112,2011,ok,oklahoma,17.7,1004.0,,4,,40
25113,2011,ok,oklahoma,23.1,1528.0,,5,,40
25114,2011,ok,oklahoma,13.9,898.0,,6,,40
25122,2011,ok,oklahoma,26.0,1156.0,,0,,40
25136,2011,ok,oklahoma,22.2,1512.0,,1,,40
25137,2011,ok,oklahoma,25.4,893.0,,2,,40
25138,2011,ok,oklahoma,24.3,1110.0,,3,,40
25139,2011,ok,oklahoma,30.3,1002.0,,4,,40
25140,2011,ok,oklahoma,32.5,1525.0,,5,,40
25141,2011,ok,oklahoma,28.4,901.0,,6,,40
25162,2011,ok,oklahoma,16.2,1181.0,,0,,40
25163,2011,ok,oklahoma,19.3,1534.0,,1,,40
25164,2011,ok,oklahoma,23.2,901.0,,2,,40
25165,2011,ok,oklahoma,24.2,1123.0,,3,,40
25166,2011,ok,oklahoma,25.7,1016.0,,4,,40
25167,2011,ok,oklahoma,32.2,1541.0,,5,,40
25168,2011,ok,oklahoma,21.9,940.0,,6,,40
25191,2011,ok,oklahoma,39.4,1189.0,,0,,40
25192,2011,ok,oklahoma,36.5,1544.0,,1,,40
25193,2011,ok,oklahoma,33.8,907.0,,2,,40
25194,2011,ok,oklahoma,34.2,1126.0,,3,,40
25195,2011,ok,oklahoma,28.5,1022.0,,4,,40
25196,2011,ok,oklahoma,19.5,1543.0,,5,,40
25197,2011,ok,oklahoma,31.6,952.0,,6,,40
25218,2012,ok,oklahoma,35.0,1083.0,,0,,40
25219,2012,ok,oklahoma,35.0,1458.0,,1,,40
25220,2012,ok,oklahoma,30.3,889.0,,2,,40
25221,2012,ok,oklahoma,34.5,1039.0,,3,,40
25222,2012,ok,oklahoma,34.3,961.0,,4,,40
25223,2012,ok,oklahoma,29.3,1485.0,,5,,40
25224,2012,ok,oklahoma,26.3,804.0,,6,,40
25246,2012,ok,oklahoma,33.2,1083.0,,0,,40
25247,2012,ok,oklahoma,33.2,1458.0,,1,,40
25248,2012,ok,oklahoma,37.0,889.0,,2,,40
25249,2012,ok,oklahoma,36.1,1039.0,,3,,40
25250,2012,ok,oklahoma,35.9,961.0,,4,,40
25251,2012,ok,oklahoma,38.8,1485.0,,5,,40
25252,2012,ok,oklahoma,34.0,804.0,,6,,40
25272,2012,ok,oklahoma,37.1,1114.0,,0,,40
25273,2012,ok,oklahoma,36.3,1516.0,,1,,40
25274,2012,ok,oklahoma,35.5,905.0,,2,,40
25275,2012,ok,oklahoma,26.2,1060.0,,3,,40
25276,2012,ok,oklahoma,22.9,991.0,,4,,40
25277,2012,ok,oklahoma,14.1,1524.0,,5,,40
25278,2012,ok,oklahoma,31.7,904.0,,6,,40
25300,2013,ok,oklahoma,36.4,1047.0,,0,,40
25301,2013,ok,oklahoma,34.6,1432.0,,1,,40
25302,2013,ok,oklahoma,31.9,862.0,,2,,40
25303,2013,ok,oklahoma,32.0,1087.0,,3,,40
25304,2013,ok,oklahoma,34.3,1037.0,,4,,40
25305,2013,ok,oklahoma,31.3,1515.0,,5,,40
25306,2013,ok,oklahoma,26.0,895.0,,6,,40
25328,2013,ok,oklahoma,31.1,1047.0,,0,,40
25329,2013,ok,oklahoma,33.6,1432.0,,1,,40
25330,2013,ok,oklahoma,38.1,862.0,,2,,40
25331,2013,ok,oklahoma,37.4,1087.0,,3,,40
25332,2013,ok,oklahoma,38.5,1037.0,,4,,40
25333,2013,ok,oklahoma,35.9,1515.0,,5,,40
25334,2013,ok,oklahoma,33.4,895.0,,6,,40
25357,2013,ok,oklahoma,53.6,1365.0,,1,,40
25358,2013,ok,oklahoma,49.1,835.0,,2,,40
25359,2013,ok,oklahoma,50.4,1067.0,,3,,40
25360,2013,ok,oklahoma,46.5,1022.0,,4,,40
25361,2013,ok,oklahoma,46.0,1486.0,,5,,40
25362,2013,ok,oklahoma,53.2,869.0,,6,,40
25374,2013,ok,oklahoma,36.9,985.0,,0,,40
25380,2013,ok,oklahoma,18.6,1471.0,,5,,40
25381,2013,ok,oklahoma,26.4,829.0,,6,,40
25382,2013,ok,oklahoma,18.8,1014.0,,4,,40
25386,2013,ok,oklahoma,21.0,1064.0,,3,,40
25391,2013,ok,oklahoma,31.6,1341.0,,1,,40
25396,2013,ok,oklahoma,26.0,828.0,,2,,40
25402,2013,ok,oklahoma,44.9,834.0,,2,,40
25403,2013,ok,oklahoma,43.2,1068.0,,3,,40
25404,2013,ok,oklahoma,46.7,1014.0,,4,,40
25405,2013,ok,oklahoma,51.1,1465.0,,5,,40
25406,2013,ok,oklahoma,40.6,870.0,,6,,40
25427,2013,ok,oklahoma,37.9,1009.0,,0,,40
25428,2013,ok,oklahoma,40.1,1365.0,,1,,40
25442,2013,ok,oklahoma,13.6,1000.0,,0,,40
25443,2013,ok,oklahoma,12.0,1355.0,,1,,40
25444,2013,ok,oklahoma,16.2,831.0,,2,,40
25445,2013,ok,oklahoma,13.4,1060.0,,3,,40
25446,2013,ok,oklahoma,17.2,1009.0,,4,,40
25447,2013,ok,oklahoma,22.6,1461.0,,5,,40
25448,2013,ok,oklahoma,13.2,863.0,,6,,40
25471,2013,ok,oklahoma,24.3,1004.0,,0,,40
25472,2013,ok,oklahoma,26.4,1359.0,,1,,40
25473,2013,ok,oklahoma,29.7,828.0,,2,,40
25474,2013,ok,oklahoma,27.4,1060.0,,3,,40
25475,2013,ok,oklahoma,27.8,1009.0,,4,,40
25476,2013,ok,oklahoma,29.6,1458.0,,5,,40
25477,2013,ok,oklahoma,25.9,864.0,,6,,40
25500,2013,ok,oklahoma,23.4,1033.0,,0,,40
25501,2013,ok,oklahoma,18.6,1387.0,,1,,40
25502,2013,ok,oklahoma,23.7,844.0,,2,,40
25503,2013,ok,oklahoma,21.0,1075.0,,3,,40
25504,2013,ok,oklahoma,25.6,1023.0,,4,,40
25505,2013,ok,oklahoma,33.1,1480.0,,5,,40
25506,2013,ok,oklahoma,21.4,922.0,,6,,40
25515,2013,ok,oklahoma,22.2,1487.0,,5,,40
25528,2013,ok,oklahoma,38.9,1047.0,,0,,40
25529,2013,ok,oklahoma,38.7,1398.0,,1,,40
25530,2013,ok,oklahoma,33.1,849.0,,2,,40
25531,2013,ok,oklahoma,34.7,1086.0,,3,,40
25539,2013,ok,oklahoma,28.8,1031.0,,4,,40
25540,2013,ok,oklahoma,38.6,933.0,,6,,40
25552,2014,ok,oklahoma,37.9,884.0,,0,,40
25553,2014,ok,oklahoma,35.5,1339.0,,1,,40
25554,2014,ok,oklahoma,33.5,902.0,,2,,40
25555,2014,ok,oklahoma,34.9,1030.0,,3,,40
25556,2014,ok,oklahoma,34.3,1077.0,,4,,40
25557,2014,ok,oklahoma,30.8,1769.0,,5,,40
25558,2014,ok,oklahoma,25.7,1008.0,,6,,40
25581,2014,ok,oklahoma,30.1,884.0,,0,,40
25582,2014,ok,oklahoma,31.1,1339.0,,1,,40
25583,2014,ok,oklahoma,30.9,902.0,,2,,40
25584,2014,ok,oklahoma,36.7,1030.0,,3,,40
25585,2014,ok,oklahoma,37.3,1077.0,,4,,40
25586,2014,ok,oklahoma,38.8,1769.0,,5,,40
25587,2014,ok,oklahoma,39.0,1008.0,,6,,40
25609,2014,ok,oklahoma,43.3,928.0,,0,,40
25610,2014,ok,oklahoma,35.4,1404.0,,1,,40
25611,2014,ok,oklahoma,32.6,928.0,,2,,40
25612,2014,ok,oklahoma,25.3,1068.0,,3,,40
25613,2014,ok,oklahoma,22.5,1108.0,,4,,40
25614,2014,ok,oklahoma,17.1,1813.0,,5,,40
25615,2014,ok,oklahoma,30.7,1195.0,,6,,40
25635,2011,or,oregon,30.7,627.0,,0,,41
25636,2011,or,oregon,29.6,920.0,,1,,41
25637,2011,or,oregon,29.8,637.0,,2,,41
25638,2011,or,oregon,28.9,832.0,,3,,41
25639,2011,or,oregon,24.4,856.0,,4,,41
25640,2011,or,oregon,22.9,1332.0,,5,,41
25641,2011,or,oregon,23.8,755.0,,6,,41
25663,2011,or,oregon,31.8,627.0,,0,,41
25664,2011,or,oregon,31.6,920.0,,1,,41
25665,2011,or,oregon,37.6,637.0,,2,,41
25666,2011,or,oregon,34.7,832.0,,3,,41
25667,2011,or,oregon,40.7,856.0,,4,,41
25668,2011,or,oregon,36.4,1332.0,,5,,41
25669,2011,or,oregon,30.3,755.0,,6,,41
25679,2011,or,oregon,23.0,1302.0,,5,,41
25683,2011,or,oregon,28.0,823.0,,3,,41
25687,2011,or,oregon,31.5,849.0,,4,,41
25689,2011,or,oregon,33.7,735.0,,6,,41
25694,2011,or,oregon,35.8,892.0,,1,,41
25699,2011,or,oregon,37.6,626.0,,2,,41
25703,2011,or,oregon,41.8,616.0,,0,,41
25720,2011,or,oregon,24.0,588.0,,0,,41
25721,2011,or,oregon,19.2,865.0,,1,,41
25722,2011,or,oregon,13.4,607.0,,2,,41
25723,2011,or,oregon,11.9,816.0,,3,,41
25724,2011,or,oregon,12.3,844.0,,4,,41
25725,2011,or,oregon,9.4,1287.0,,5,,41
25726,2011,or,oregon,21.7,700.0,,6,,41
25749,2011,or,oregon,51.7,570.0,,0,,41
25750,2011,or,oregon,53.5,857.0,,1,,41
25777,2011,or,oregon,15.9,559.0,,0,,41
25778,2011,or,oregon,17.6,843.0,,1,,41
25779,2011,or,oregon,17.9,590.0,,2,,41
25780,2011,or,oregon,23.5,793.0,,3,,41
25781,2011,or,oregon,25.4,811.0,,4,,41
25782,2011,or,oregon,32.8,1242.0,,5,,41
25783,2011,or,oregon,23.3,675.0,,6,,41
25805,2011,or,oregon,34.2,563.0,,0,,41
25806,2011,or,oregon,35.9,847.0,,1,,41
25807,2011,or,oregon,36.7,587.0,,2,,41
25808,2011,or,oregon,40.9,790.0,,3,,41
25809,2011,or,oregon,41.6,804.0,,4,,41
25810,2011,or,oregon,47.1,1243.0,,5,,41
25811,2011,or,oregon,43.0,667.0,,6,,41
25833,2011,or,oregon,22.7,591.0,,0,,41
25834,2011,or,oregon,27.1,883.0,,1,,41
25835,2011,or,oregon,24.9,620.0,,2,,41
25836,2011,or,oregon,30.7,824.0,,3,,41
25837,2011,or,oregon,31.6,847.0,,4,,41
25838,2011,or,oregon,40.2,1284.0,,5,,41
25839,2011,or,oregon,31.4,748.0,,6,,41
25861,2011,or,oregon,27.7,606.0,,0,,41
25862,2011,or,oregon,27.9,901.0,,1,,41
25863,2011,or,oregon,26.1,628.0,,2,,41
25864,2011,or,oregon,16.7,832.0,,3,,41
25865,2011,or,oregon,16.3,859.0,,4,,41
25866,2011,or,oregon,10.3,1301.0,,5,,41
25867,2011,or,oregon,20.4,772.0,,6,,41
25889,2012,or,oregon,38.1,526.0,,0,,41
25890,2012,or,oregon,27.6,744.0,,1,,41
25891,2012,or,oregon,25.9,492.0,,2,,41
25892,2012,or,oregon,31.2,712.0,,3,,41
25893,2012,or,oregon,26.6,728.0,,4,,41
25894,2012,or,oregon,23.1,1175.0,,5,,41
25895,2012,or,oregon,21.1,679.0,,6,,41
25916,2012,or,oregon,26.0,526.0,,0,,41
25917,2012,or,oregon,33.8,744.0,,1,,41
25918,2012,or,oregon,34.4,492.0,,2,,41
25919,2012,or,oregon,33.8,712.0,,3,,41
25920,2012,or,oregon,37.1,728.0,,4,,41
25921,2012,or,oregon,38.4,1175.0,,5,,41
25922,2012,or,oregon,29.6,679.0,,6,,41
25944,2012,or,oregon,26.5,548.0,,0,,41
25945,2012,or,oregon,21.9,780.0,,1,,41
25946,2012,or,oregon,21.1,515.0,,2,,41
25947,2012,or,oregon,16.2,741.0,,3,,41
25948,2012,or,oregon,11.2,748.0,,4,,41
25950,2012,or,oregon,19.0,754.0,,6,,41
25972,2013,or,oregon,28.4,535.0,,0,,41
25973,2013,or,oregon,30.1,830.0,,1,,41
25974,2013,or,oregon,27.7,594.0,,2,,41
25975,2013,or,oregon,25.2,783.0,,3,,41
25976,2013,or,oregon,29.0,860.0,,4,,41
25977,2013,or,oregon,23.1,1382.0,,5,,41
25978,2013,or,oregon,23.8,684.0,,6,,41
26000,2013,or,oregon,27.3,535.0,,0,,41
26001,2013,or,oregon,33.4,830.0,,1,,41
26002,2013,or,oregon,34.0,594.0,,2,,41
26003,2013,or,oregon,39.7,783.0,,3,,41
26004,2013,or,oregon,36.1,860.0,,4,,41
26005,2013,or,oregon,33.7,1382.0,,5,,41
26006,2013,or,oregon,27.0,684.0,,6,,41
26028,2013,or,oregon,40.3,503.0,,0,,41
26029,2013,or,oregon,39.2,778.0,,1,,41
26030,2013,or,oregon,34.8,551.0,,2,,41
26031,2013,or,oregon,28.9,733.0,,3,,41
26032,2013,or,oregon,31.7,807.0,,4,,41
26033,2013,or,oregon,28.2,1353.0,,5,,41
26034,2013,or,oregon,36.0,640.0,,6,,41
26044,2013,or,oregon,29.9,485.0,,0,,41
26045,2013,or,oregon,19.3,755.0,,1,,41
26054,2013,or,oregon,21.2,604.0,,6,,41
26055,2013,or,oregon,12.4,793.0,,4,,41
26056,2013,or,oregon,10.8,1337.0,,5,,41
26062,2013,or,oregon,19.1,548.0,,2,,41
26066,2013,or,oregon,10.7,717.0,,3,,41
26086,2013,or,oregon,54.3,490.0,,0,,41
26121,2013,or,oregon,20.5,486.0,,0,,41
26122,2013,or,oregon,20.0,733.0,,1,,41
26123,2013,or,oregon,24.3,520.0,,2,,41
26124,2013,or,oregon,27.4,707.0,,3,,41
26125,2013,or,oregon,22.9,777.0,,4,,41
26126,2013,or,oregon,28.6,1304.0,,5,,41
26127,2013,or,oregon,27.5,582.0,,6,,41
26134,2013,or,oregon,38.4,483.0,,0,,41
26135,2013,or,oregon,37.3,738.0,,1,,41
26136,2013,or,oregon,41.3,519.0,,2,,41
26137,2013,or,oregon,46.0,708.0,,3,,41
26138,2013,or,oregon,45.2,779.0,,4,,41
26139,2013,or,oregon,46.3,1313.0,,5,,41
26140,2013,or,oregon,41.2,584.0,,6,,41
26160,2013,or,oregon,30.2,543.0,,2,,41
26162,2013,or,oregon,24.7,762.0,,1,,41
26172,2013,or,oregon,33.8,636.0,,6,,41
26173,2013,or,oregon,35.9,1342.0,,5,,41
26175,2013,or,oregon,29.2,502.0,,0,,41
26177,2013,or,oregon,33.2,724.0,,3,,41
26178,2013,or,oregon,31.8,793.0,,4,,41
26200,2013,or,oregon,28.8,505.0,,0,,41
26201,2013,or,oregon,26.0,784.0,,1,,41
26202,2013,or,oregon,20.0,553.0,,2,,41
26203,2013,or,oregon,15.7,736.0,,3,,41
26204,2013,or,oregon,16.5,807.0,,4,,41
26205,2013,or,oregon,10.7,1359.0,,5,,41
26210,2013,or,oregon,20.2,663.0,,6,,41
26225,2014,or,oregon,33.5,430.0,,0,,41
26226,2014,or,oregon,31.2,765.0,,1,,41
26227,2014,or,oregon,25.0,518.0,,2,,41
26228,2014,or,oregon,31.3,683.0,,3,,41
26229,2014,or,oregon,26.3,664.0,,4,,41
26230,2014,or,oregon,25.3,1198.0,,5,,41
26231,2014,or,oregon,25.5,661.0,,6,,41
26252,2014,or,oregon,31.2,430.0,,0,,41
26253,2014,or,oregon,31.5,765.0,,1,,41
26254,2014,or,oregon,42.0,518.0,,2,,41
26255,2014,or,oregon,35.1,683.0,,3,,41
26256,2014,or,oregon,34.5,664.0,,4,,41
26257,2014,or,oregon,34.6,1198.0,,5,,41
26258,2014,or,oregon,28.7,661.0,,6,,41
26264,2014,or,oregon,18.7,530.0,,2,,41
26281,2014,or,oregon,29.1,455.0,,0,,41
26282,2014,or,oregon,24.0,805.0,,1,,41
26283,2014,or,oregon,21.0,702.0,,3,,41
26284,2014,or,oregon,12.5,688.0,,4,,41
26285,2014,or,oregon,6.5,1235.0,,5,,41
26286,2014,or,oregon,15.1,799.0,,6,,41
26307,2011,pa,pennsylvania,33.8,1152.0,,0,,42
